Catalog Nr.	Type status	Order	Family	Genus Name	Species Name	Author	Date descr.	Determined by	Date det.	Country	Locality	Lat	Long	Lat_dec	Long_dec	coord_uncertainty_flag	Ecology	Altitude	Depth	Date	Collector	Collectors	Specimens	Notes	Host	last modified
ZFMK Cr01262		Amphipoda	Maeridae	Maera	inaequipes	Costa	1857	Krapp, T.		Italy	Cala Dragonara, NW-Sardinien													Padina, Colpomenia	Padina, Colpomenia	31.iii.2015
ZFMK Cr01263		Amphipoda	Maeridae	Maera	inaequipes	Costa	1857	Krapp, T.		Italy	Cala Dragonara, NW-Sardinien													Padina, Colpomenia	Padina, Colpomenia	31.iii.2015
ZFMK Cr01264		Amphipoda	Melitidae	Melita	hergensis	Reid	1939	Krapp, T.		Italy	Cala Dragonara, NW-Sardinien													Posidonia dead	Posidonia dead	31.iii.2015
ZFMK Cr01265		Amphipoda	Maeridae	Maera	inaequipes	Costa	1857	Krapp, T.		Italy	Cala Dragonara, NW-Sardinien													Halimeda	Halimeda	31.iii.2015
ZFMK Cr01266		Amphipoda	Melitidae	Melita	hergensis	Reid	1939	Krapp, T.		Italy	Cala Dragonara, NW-Sardinien													Posidonia	Posidonia	31.iii.2015
ZFMK Cr01267		Amphipoda	Melitidae	Melita	hergensis	Reid	1939	Krapp, T.		Italy	Cala Dragonara, NW-Sardinien													Posidonia	Posidonia	31.iii.2015
ZFMK Cr01268		Amphipoda	Maeridae	Elasmopus	pocillimanus	Bate	1862	Krapp, T.		Italy	Cala Dragonara, NW-Sardinien													Padina, Colpomenia	Padina, Colpomenia	31.iii.2015
ZFMK Cr01269		Amphipoda	Maeridae	Elasmopus	pocillimanus	Bate	1862	Krapp, T.		Italy	Cala Dragonara, NW-Sardinien													Colpomenia	Colpomenia	31.iii.2015
ZFMK Cr01270		Amphipoda	Nuuanuidae	Gammarella	fucicola	Leach	1814	Krapp, T.		Italy	Cala Dragonara, NW-Sardinien													Posidonia	Posidonia	31.iii.2015
ZFMK Cr01271		Amphipoda	Maeridae	Elasmopus	pocillimanus	Bate	1862	Krapp, T.		Italy	Cala Dragonara, NW-Sardinien													Padina, Colpomenia	Padina, Colpomenia	31.iii.2015
ZFMK Cr01272		Amphipoda	Maeridae	Elasmopus	brasiliensis	Dana	1855	Krapp, T.		Italy	Cala Dragonara, NW-Sardinien													red algae	red algae	31.iii.2015
ZFMK Cr01273		Amphipoda	Nuuanuidae	Gammarella	fucicola	Leach	1814	Krapp, T.		Italy	Cala Dragonara, NW-Sardinien													Posidonia	Posidonia	31.iii.2015
ZFMK Cr01274		Amphipoda	Maeridae	Maera	inaequipes	Costa	1857	Krapp, T.		Italy	Cala Dragonara, NW-Sardinien													Halimeda, Eudendrium, Colpomenia	Halimeda, Eudendrium, Colpomenia	31.iii.2015
ZFMK Cr01275		Amphipoda	Maeridae	Maera	inaequipes	Costa	1857	Krapp, T.		Italy	Cala Dragonara, NW-Sardinien													cave wall		31.iii.2015
ZFMK Cr01276		Amphipoda	Maeridae	Maera	inaequipes	Costa	1857	Krapp, T.		Italy	Cala Dragonara, NW-Sardinien													Padina	Padina	31.iii.2015
ZFMK Cr01277		Amphipoda	Maeridae	Elasmopus	brasiliensis	Dana	1855	Krapp, T.		Italy	Cala Dragonara, NW-Sardinien													Trottoir		31.iii.2015
ZFMK Cr01278		Amphipoda	Maeridae	Elasmopus	pocillimanus	Bate	1862	Krapp, T.		Italy	Cala Dragonara, NW-Sardinien													Padina, Colpomenia	Padina, Colpomenia	31.iii.2015
ZFMK Cr01279		Amphipoda	Maeridae	Elasmopus	brasiliensis	Dana	1855	Krapp, T.		Italy	Cala Dragonara, NW-Sardinien													Trottoir		31.iii.2015
ZFMK Cr01280		Amphipoda	Melitidae	Melita	hergensis	Reid	1939	Krapp, T.		Italy	Cala Dragonara, NW-Sardinien													Posidonia dead	Posidonia dead	31.iii.2015
ZFMK Cr01281		Amphipoda	Maeridae	Maera	inaequipes	Costa	1857	Krapp, T.		Italy	Cala Dragonara, NW-Sardinien													Posidonia rhizoids	Posidonia rhizoids	31.iii.2015
ZFMK Cr01282		Amphipoda	Maeridae	Maera	inaequipes	Costa	1857	Krapp, T.		Italy	Cala Dragonara, NW-Sardinien													Padina	Padina	31.iii.2015
ZFMK Cr01283		Amphipoda	Maeridae	Elasmopus	pocillimanus	Bate	1862	Krapp, T.		Italy	Cala Dragonara, NW-Sardinien													Colpomenia	Colpomenia	31.iii.2015
ZFMK Cr01284		Amphipoda	Maeridae	Elasmopus	rapax	Costa	1853	Krapp, T.		Italy	Cala Dragonara, NW-Sardinien													Balanus, Agalophaenia	Balanus, Agalophaenia	31.iii.2015
ZFMK Cr01285		Amphipoda	Gammaridae	Gammarus	insensibilis	Stock	1966	Krapp, T.		Italy	Cala Dragonara, NW-Sardinien													Posidonia	Posidonia	31.iii.2015
ZFMK Cr01286		Amphipoda	Maeridae	Elasmopus	brasiliensis	Dana	1855	Krapp, T.		Italy	Cala Dragonara, NW-Sardinien													Posidonia	Posidonia	31.iii.2015
ZFMK Cr01287		Amphipoda	Maeridae	Maera	inaequipes	Costa	1857	Krapp, T.		Italy	Cala Dragonara, NW-Sardinien													Posidonia	Posidonia	31.iii.2015
ZFMK Cr01288		Amphipoda	Maeridae	Elasmopus	brasiliensis	Dana	1855	Krapp, T.		Italy	Cala Dragonara, NW-Sardinien													Posidonia rhizoids	Posidonia rhizoids	31.iii.2015
ZFMK Cr01289		Amphipoda	Maeridae	Elasmopus	brasiliensis	Dana	1855	Krapp, T.		Italy	Cala Dragonara, NW-Sardinien													Trottoir		31.iii.2015
ZFMK Cr01290		Amphipoda	Maeridae	Elasmopus	brasiliensis	Dana	1855	Krapp, T.		Italy	Cala Dragonara, NW-Sardinien													Halopteris	Halopteris	31.iii.2015
ZFMK Cr01291		Amphipoda	Maeridae	Elasmopus	brasiliensis	Dana	1855	Krapp, T.		Italy	Cala Dragonara, NW-Sardinien													Halopteris	Halopteris	31.iii.2015
ZFMK Cr01292		Amphipoda	Maeridae	Elasmopus	brasiliensis	Dana	1855	Krapp, T.		Italy	Cala Dragonara, NW-Sardinien													surface algae	surface algae	31.iii.2015
ZFMK Cr01293		Amphipoda	Maeridae	Elasmopus	brasiliensis	Dana	1855	Krapp, T.		Italy	Cala Dragonara, NW-Sardinien													Halopteris	Halopteris	31.iii.2015
ZFMK Cr01294		Amphipoda	Gammaridae	Gammarus	insensibilis	Stock	1966	Krapp, T.		Italy	Cala Dragonara, NW-Sardinien													Posidonia	Posidonia	31.iii.2015
ZFMK Cr01295		Amphipoda	Gammaridae	Gammarus	insensibilis	Stock	1966	Krapp, T.		Italy	Cala Dragonara, NW-Sardinien													Posidonia	Posidonia	31.iii.2015
ZFMK Cr01296		Amphipoda	Melitidae	Melita	hergensis	Reid	1939	Krapp, T.		Italy	Cala Dragonara, NW-Sardinien													Posidonia dead	Posidonia dead	31.iii.2015
ZFMK Cr01297		Amphipoda	Maeridae	Elasmopus	brasiliensis	Dana	1855	Krapp, T.		Italy	Cala Dragonara, NW-Sardinien													Padina	Padina	31.iii.2015
ZFMK Cr01298		Amphipoda	Gammaridae	Gammarus	insensibilis	Stock	1966	Krapp, T.		Italy	Cala Dragonara, NW-Sardinien													Posidonia	Posidonia	31.iii.2015
ZFMK Cr01299		Amphipoda	Nuuanuidae	Gammarella	fucicola	Leach	1814	Krapp, T.		Italy	Cala Dragonara, NW-Sardinien													mixed algae		31.iii.2015
ZFMK Cr01300		Amphipoda	Maeridae	Elasmopus	brasiliensis	Dana	1855	Krapp, T.		Italy	Cala Dragonara, NW-Sardinien													Falkenbergia, Halopteris	Falkenbergia, Halopteris	31.iii.2015
ZFMK Cr01301		Amphipoda	Gammaridae	Gammarus	insensibilis	Stock	1966	Krapp, T.		Italy	Cala Dragonara, NW-Sardinien													Posidonia	Posidonia	31.iii.2015
ZFMK Cr01302		Amphipoda	Melitidae	Melita	hergensis	Reid	1939	Krapp, T.		Italy	Cala Dragonara, NW-Sardinien													mixed algae		31.iii.2015
ZFMK Cr01303		Amphipoda	Gammaridae	Gammarus	insensibilis	Stock	1966	Krapp, T.		Italy	Cala Dragonara, NW-Sardinien													Posidonia	Posidonia	31.iii.2015
ZFMK Cr01304		Amphipoda	Maeridae	Maera	inaequipes	Costa	1857	Krapp, T.		Italy	Cala Dragonara, NW-Sardinien													Padina	Padina	31.iii.2015
ZFMK Cr01305		Amphipoda	Gammaridae	Gammarus	insensibilis	Stock	1966	Krapp, T.		Italy	Cala Dragonara, NW-Sardinien													surface algae	surface algae	31.iii.2015
ZFMK Cr01306		Amphipoda	Maeridae	Elasmopus	rapax	Costa	1853	Krapp, T.		Italy	Cala Dragonara, NW-Sardinien													Colpomenia	Colpomenia	31.iii.2015
ZFMK Cr01307		Amphipoda	Melitidae	Melita	hergensis	Reid	1939	Krapp, T.		Italy	Cala Dragonara, NW-Sardinien													Posidonia	Posidonia	31.iii.2015
ZFMK Cr01308		Amphipoda	Maeridae	Elasmopus	pocillimanus	Bate	1862	Krapp, T.		Italy	Cala Dragonara, NW-Sardinien													Cystoseira	Cystoseira	31.iii.2015
ZFMK Cr01309		Amphipoda	Gammaridae	Gammarus	insensibilis	Stock	1966	Krapp, T.		Italy	Cala Dragonara, NW-Sardinien													Posidonia	Posidonia	31.iii.2015
ZFMK Cr01310		Amphipoda	Maeridae	Maera	inaequipes	Costa	1857	Krapp, T.		Italy	Cala Dragonara, NW-Sardinien													Codium	Codium	31.iii.2015
ZFMK Cr01311		Amphipoda	Maeridae	Elasmopus	brasiliensis	Dana	1855	Krapp, T.		Italy	Cala Dragonara, NW-Sardinien													Eudendrium, Halimeda	Eudendrium, Halimeda	31.iii.2015
ZFMK Cr01312		Amphipoda	Maeridae	Elasmopus	brasiliensis	Dana	1855	Krapp, T.		Italy	Cala Dragonara, NW-Sardinien													Colpomenia	Colpomenia	31.iii.2015
ZFMK Cr01313		Amphipoda	Gammaridae	Gammarus	insensibilis	Stock	1966	Krapp, T.		Italy	Cala Dragonara, NW-Sardinien													algae	algae	31.iii.2015
ZFMK Cr01314		Amphipoda	Gammaridae	Gammarus	insensibilis	Stock	1966	Krapp, T.		Italy	Cala Dragonara, NW-Sardinien													Posidonia	Posidonia	31.iii.2015
ZFMK Cr01315		Amphipoda	Gammaridae	Gammarus	insensibilis	Stock	1966	Krapp, T.		Italy	Cala Dragonara, NW-Sardinien													Posidonia	Posidonia	31.iii.2015
ZFMK Cr01316		Amphipoda	Maeridae	Elasmopus	pocillimanus	Bate	1862	Krapp, T.		Italy	Cala Dragonara, NW-Sardinien													Codium	Codium	31.iii.2015
ZFMK Cr01317		Amphipoda	Maeridae	Maera	inaequipes	Costa	1857	Krapp, T.		Italy	Cala Dragonara, NW-Sardinien													red algae	red algae	31.iii.2015
ZFMK Cr01318		Amphipoda	Aoridae	Aora	spinicornis	Afonso	1976	Krapp, T.		Italy	Cala Dragonara, NW-Sardinien													mixed algae	mixed algae	31.iii.2015
ZFMK Cr01319		Amphipoda	Ischyroceridae	Ericthonius	punctatus	Bate	1857	Krapp, T.		Italy	Cala Dragonara, NW-Sardinien															31.iii.2015
ZFMK Cr01320		Amphipoda	Aoridae	Aora	spinicornis	Afonso	1976	Krapp, T.		Italy	Cala Dragonara, NW-Sardinien													Aglaophaenia	Aglaophaenia	31.iii.2015
ZFMK Cr01321		Amphipoda	Aoridae	Aora	spinicornis	Afonso	1976	Krapp, T.		Italy	Cala Dragonara, NW-Sardinien													Padina	Padina	31.iii.2015
ZFMK Cr01322		Amphipoda	Aoridae	Aora	spinicornis	Afonso	1976	Krapp, T.		Italy	Cala Dragonara, NW-Sardinien													Dictyota dichotoma	Dictyota dichotoma	31.iii.2015
ZFMK Cr01323		Amphipoda	Aoridae	Aora	spinicornis	Afonso	1976	Krapp, T.		Italy	Cala Dragonara, NW-Sardinien													Colpomenia	Colpomenia	31.iii.2015
ZFMK Cr01324		Amphipoda	Ischyroceridae	Ericthonius	punctatus	Bate	1857	Krapp, T.		Italy	Cala Dragonara, NW-Sardinien													Sphaerococcus	Sphaerococcus	31.iii.2015
ZFMK Cr01325		Amphipoda	Ischyroceridae	Ericthonius	punctatus	Bate	1857	Krapp, T.		Italy	Cala Dragonara, NW-Sardinien													mixed algae		31.iii.2015
ZFMK Cr01326		Amphipoda	Ischyroceridae	Ericthonius	punctatus	Bate	1857	Krapp, T.		Italy	Cala Dragonara, NW-Sardinien													red algae, Aglaophaenia	red algae, Aglaophaenia	31.iii.2015
ZFMK Cr01327		Amphipoda	Aoridae	Aora	spinicornis	Afonso	1976	Krapp, T.		Italy	Cala Dragonara, NW-Sardinien													mixed algae		31.iii.2015
ZFMK Cr01328		Amphipoda	Ischyroceridae	Ericthonius	punctatus	Bate	1857	Krapp, T.		Italy	Cala Dragonara, NW-Sardinien													red algae	red algae	31.iii.2015
ZFMK Cr01329		Amphipoda	Aoridae	Aora	spinicornis	Afonso	1976	Krapp, T.		Italy	Cala Dragonara, NW-Sardinien													mixed algae		31.iii.2015
ZFMK Cr01330		Amphipoda	Ischyroceridae	Ericthonius	punctatus	Bate	1857	Krapp, T.		Italy	Cala Dragonara, NW-Sardinien													red algae	red algae	31.iii.2015
ZFMK Cr01331		Amphipoda	Aoridae	Aora	spinicornis	Afonso	1976	Krapp, T.		Italy	Cala Dragonara, NW-Sardinien													Laurencia	Laurencia	31.iii.2015
ZFMK Cr01332		Amphipoda	Aoridae	Aora	spinicornis	Afonso	1976	Krapp, T.		Italy	Cala Dragonara, NW-Sardinien													Trottoir		31.iii.2015
ZFMK Cr01333		Amphipoda	Ischyroceridae	Ericthonius	punctatus	Bate	1857	Krapp, T.		Italy	Cala Dragonara, NW-Sardinien															31.iii.2015
ZFMK Cr01334		Amphipoda	Aoridae	Aora	spinicornis	Afonso	1976	Krapp, T.		Italy	Cala Dragonara, NW-Sardinien													mixed algae		31.iii.2015
ZFMK Cr01335		Amphipoda	Ischyroceridae	Ericthonius	punctatus	Bate	1857	Krapp, T.		Italy	Cala Dragonara, NW-Sardinien															31.iii.2015
ZFMK Cr01336		Amphipoda	Aoridae	Aora	spinicornis	Afonso	1976	Krapp, T.		Italy	Cala Dragonara, NW-Sardinien													Shadow red algae	Shadow red algae	31.iii.2015
ZFMK Cr01337		Amphipoda	Aoridae	Aora	spinicornis	Afonso	1976	Krapp, T.		Italy	Cala Dragonara, NW-Sardinien													mixed algae		31.iii.2015
ZFMK Cr01338		Amphipoda	Ischyroceridae	Ericthonius	punctatus	Bate	1857	Krapp, T.		Italy	Cala Dragonara, NW-Sardinien													Sphaerococcus	Sphaerococcus	31.iii.2015
ZFMK Cr01339		Amphipoda	Aoridae	Aora	spinicornis	Afonso	1976	Krapp, T.		Italy	Cala Dragonara, NW-Sardinien													Polysiphonia	Polysiphonia	31.iii.2015
ZFMK Cr01340		Amphipoda	Ischyroceridae	Ericthonius	punctatus	Bate	1857	Krapp, T.		Italy	Cala Dragonara, NW-Sardinien													algae	algae	31.iii.2015
ZFMK Cr01341		Amphipoda	Aoridae	Aora	spinicornis	Afonso	1976	Krapp, T.		Italy	Cala Dragonara, NW-Sardinien													mixed algae		31.iii.2015
ZFMK Cr01342		Amphipoda	Aoridae	Aora	spinicornis	Afonso	1976	Krapp, T.		Italy	Cala Dragonara, NW-Sardinien													Aglaophaenia	Aglaophaenia	31.iii.2015
ZFMK Cr01343		Amphipoda	Aoridae	Aora	spinicornis	Afonso	1976	Krapp, T.		Italy	Cala Dragonara, NW-Sardinien													Halopteris	Halopteris	31.iii.2015
ZFMK Cr01344		Amphipoda	Ischyroceridae	Ericthonius	punctatus	Bate	1857	Krapp, T.		Italy	Cala Dragonara, NW-Sardinien													mixed algae		31.iii.2015
ZFMK Cr01345		Amphipoda	Aoridae	Aora	spinicornis	Afonso	1976	Krapp, T.		Italy	Cala Dragonara, NW-Sardinien													Padina	Padina	31.iii.2015
ZFMK Cr01346		Amphipoda	Aoridae	Aora	spinicornis	Afonso	1976	Krapp, T.		Italy	Cala Dragonara, NW-Sardinien													mixed algae		31.iii.2015
ZFMK Cr01347		Amphipoda	Aoridae	Aora	spinicornis	Afonso	1976	Krapp, T.		Italy	Cala Dragonara, NW-Sardinien													Sphaerococcus	Sphaerococcus	31.iii.2015
ZFMK Cr01348		Amphipoda	Ischyroceridae	Ericthonius	punctatus	Bate	1857	Krapp, T.		Italy	Cala Dragonara, NW-Sardinien													Ploccamium	Ploccamium	31.iii.2015
ZFMK Cr01349		Amphipoda	Dexaminidae	Dexamine	spiniventris	Costa	1853	Krapp, T.		Italy	Ganzirri, Messina, Sicilia													Laminaria	Laminaria	31.iii.2015
ZFMK Cr01350		Amphipoda	Atylidae	Atylus				Krapp, T.		Spain	Roquetas, G. Almeira													dead seagrass	dead seagrass	31.iii.2015
ZFMK Cr01351		Amphipoda	Lysianassidae	Socarnes	filicornis	Heller	1866	Krapp, T.		Italy	Secca d'Ischia, G. v. Napoli													Corallina, coarse sand	Corallina	31.iii.2015
ZFMK Cr01352		Amphipoda	Ischyroceridae	Ericthonius	punctatus	Bate	1857	Krapp, T.		Croatia	Rovinj, Stadtfelsen															31.iii.2015
ZFMK Cr01353		Amphipoda	Ischyroceridae	Ericthonius	punctatus	Bate	1857	Krapp, T.		Italy	Ischia, G. v. Napoli													Cystoseira	Cystoseira	31.iii.2015
ZFMK Cr01354		Amphipoda	Ischyroceridae	Ericthonius	punctatus	Bate	1857	Krapp, T.		Italy	Ischia, G. v. Napoli															31.iii.2015
ZFMK Cr01355		Amphipoda	Ischyroceridae	Ericthonius	punctatus	Bate	1857	Krapp, T.		Croatia	Rovinj, Stadtfelsen															31.iii.2015
ZFMK Cr01356		Amphipoda	Ischyroceridae	Ericthonius	punctatus	Bate	1857	Krapp, T.		Croatia	Rovinj, Stadtfelsen															31.iii.2015
ZFMK Cr01357		Amphipoda	Ischyroceridae	Ericthonius	punctatus	Bate	1857	Krapp, T.		Croatia	Rovinj, Stadtfelsen															31.iii.2015
ZFMK Cr01358		Amphipoda	Dexaminidae	Dexamine	spiniventris	Costa	1853	Krapp, T.		Italy	Ischia, G. v. Napoli													Halopteris	Halopteris	31.iii.2015
ZFMK Cr01359		Amphipoda	Ischyroceridae	Ericthonius	punctatus	Bate	1857	Krapp, T.		Croatia	Rovinj, Stadtfelsen															31.iii.2015
ZFMK Cr01360		Amphipoda	Dexaminidae	Dexamine	spiniventris	Costa	1853	Krapp, T.		Italy	Ischia, G. v. Napoli													Halopteris	Halopteris	31.iii.2015
ZFMK Cr01361		Amphipoda	Dexaminidae	Dexamine	spiniventris	Costa	1853	Krapp, T.		Spain	Roquetas Puerto G. v. Almeira													Cystoseira	Cystoseira	31.iii.2015
ZFMK Cr01362		Amphipoda	Ischyroceridae	Ericthonius	punctatus	Bate	1857	Krapp, T.		Italy	Ischia, G. v. Napoli													Cystoseira	Cystoseira	31.iii.2015
ZFMK Cr01363		Amphipoda	Dexaminidae	Dexamine	spiniventris	Costa	1853	Krapp, T.		Spain	Roquetas Puerto G. v. Almeira													mixed algae		31.iii.2015
ZFMK Cr01364		Amphipoda	Ischyroceridae	Ericthonius	punctatus	Bate	1857	Krapp, T.		Croatia	Rovinj, Stadtfelsen													Sargassum	Sargassum	31.iii.2015
ZFMK Cr01365		Amphipoda	Ischyroceridae	Ericthonius	punctatus	Bate	1857	Krapp, T.		Croatia	Rovinj, Stadtfelsen															31.iii.2015
ZFMK Cr01366		Amphipoda	Ischyroceridae	Ericthonius	punctatus	Bate	1857	Krapp, T.		Croatia	Rovinj, Stadtfelsen													Sargassum	Sargassum	31.iii.2015
ZFMK Cr01367		Amphipoda	Ischyroceridae	Ericthonius	punctatus	Bate	1857	Krapp, T.		Croatia	Rovinj, Stadtfelsen													Sargassum	Sargassum	31.iii.2015
ZFMK Cr01368		Amphipoda	Ischyroceridae	Ericthonius	punctatus	Bate	1857	Krapp, T.		Croatia	Rovinj, Stadtfelsen															31.iii.2015
ZFMK Cr01369		Amphipoda	Ischyroceridae	Ericthonius	punctatus	Bate	1857	Krapp, T.		Croatia	Rovinj, Stadtfelsen															31.iii.2015
ZFMK Cr01370		Amphipoda	Dexaminidae	Dexamine	spiniventris	Costa	1853	Krapp, T.		Italy	Sardinien													algae	algae	31.iii.2015
ZFMK Cr01371		Amphipoda	Ischyroceridae	Ericthonius	punctatus	Bate	1857	Krapp, T.		Croatia	Rovinj, Stadtfelsen															31.iii.2015
ZFMK Cr01372		Amphipoda	Dexaminidae	Dexamine	spiniventris	Costa	1853	Krapp, T.		Spain	Roquetas, G. Almeira													Cystoseira	Cystoseira	31.iii.2015
ZFMK Cr01373		Amphipoda	Atylidae	Nototropis	swammerdamei	Milne-Edwards	1830	Krapp, T.		Spain	Roquetas, G. Almeira													algae	algae	31.iii.2015
ZFMK Cr01374		Amphipoda	Lysianassidae	Lysianassa	costae	Milne-Edwards	1830	Krapp, T.		Italy	Ischia, Maronti, G.v. Napoli													coarse sand		31.iii.2015
ZFMK Cr01375		Amphipoda	Dexaminidae	Guernea	coalita	Norman	1868	Krapp, T.		Italy	Ischia, G. v. Napoli													Corallina, coarse sand	Corallina	31.iii.2015
ZFMK Cr01376		Amphipoda	Calliopiidae	Amphithopsis	depressa	Schiecke	1976	Krapp, T.		Italy	Ischia, Pt. S., Golf v. Napoli															31.iii.2015
ZFMK Cr01377		Amphipoda	Calliopiidae	Amphithopsis	depressa	Schiecke	1976	Krapp, T.		Italy	Capri													steep wall		31.iii.2015
ZFMK Cr01378		Amphipoda	Calliopiidae	Amphithopsis	depressa	Schiecke	1976	Krapp, T.		Italy	Ischia, Pt. S., Golf v. Napoli															31.iii.2015
ZFMK Cr01379		Amphipoda	Calliopiidae	Amphithopsis	depressa	Schiecke	1976	Krapp, T.		Italy	Ischia, Pt. S., Golf v. Napoli													sponges	sponges	31.iii.2015
ZFMK Cr01380		Amphipoda	Calliopiidae	Amphithopsis	depressa	Schiecke	1976	Krapp, T.		Italy	Ischia, Pt. S., Golf v. Napoli															31.iii.2015
ZFMK Cr01381		Amphipoda	Calliopiidae	Apherusa	mediterranea	Chevreux	1911	Krapp, T.		Italy	S-Sicilia													algae	algae	31.iii.2015
ZFMK Cr01382		Amphipoda	Calliopiidae	Apherusa	mediterranea	Chevreux	1911	Krapp, T.		Marocco														algae	algae	31.iii.2015
ZFMK Cr01383		Amphipoda	Calliopiidae	Apherusa	vexatrix	Krapp-Schickel	1979	Krapp, T.		Italy	Ischia, Vervece, Golf v. Napoli													coralligène		31.iii.2015
ZFMK Cr01384		Amphipoda	Calliopiidae	Apherusa	vexatrix	Krapp-Schickel	1979	Krapp, T.			Dalmatien													sand		31.iii.2015
ZFMK Cr01385		Amphipoda	Calliopiidae	Apherusa	vexatrix	Krapp-Schickel	1979	Krapp, T.		Italy	Ischia, Vervece, Golf v. Napoli									21.xii.1971						31.iii.2015
ZFMK Cr01386		Amphipoda	Calliopiidae	Apherusa	vexatrix	Krapp-Schickel	1979	Krapp, T.		Italy	Ischia, Vervece, Golf v. Napoli													coralligène		31.iii.2015
ZFMK Cr01387		Amphipoda	Calliopiidae	Apherusa	mediterranea	Chevreux	1911	Krapp, T.		Italy	S-Sicilia													algae	algae	31.iii.2015
ZFMK Cr01388		Amphipoda	Calliopiidae	Apherusa	mediterranea	Chevreux	1911	Krapp, T.		Italy	S-Sicilia													algae	algae	31.iii.2015
ZFMK Cr01389		Amphipoda	Calliopiidae	Apherusa	vexatrix	Krapp-Schickel	1979	Krapp, T.			Dalmatien													sand	sand	31.iii.2015
ZFMK Cr01390		Amphipoda	Calliopiidae	Apherusa	chiereghinii	Giordani-Soika	1949	Krapp, T.		Italy	Ischia, G. v. Napoli													Posidonia	Posidonia	31.iii.2015
ZFMK Cr01391		Amphipoda	Calliopiidae	Apherusa	chiereghinii	Giordani-Soika	1949	Krapp, T.		Italy	Ischia, G. v. Napoli													algae, hydroids	algae, hydroids	31.iii.2015
ZFMK Cr01392		Amphipoda	Calliopiidae	Apherusa	vexatrix	Krapp-Schickel	1979	Krapp, T.		Italy	Capri													Steilwand		31.iii.2015
ZFMK Cr01393		Amphipoda	Calliopiidae	Apherusa	vexatrix	Krapp-Schickel	1979	Krapp, T.		France	Marseille													mud		31.iii.2015
ZFMK Cr01394		Amphipoda	Calliopiidae	Apherusa	vexatrix	Krapp-Schickel	1979	Krapp, T.		Italy	Ischia, G. v. Napoli															31.iii.2015
ZFMK Cr01395		Amphipoda	Calliopiidae	Apherusa	bispinosa	Bate	1857	Krapp, T.		Italy	Cala Dragonara, NW-Sardinien													algae	algae	31.iii.2015
ZFMK Cr01396		Amphipoda	Calliopiidae	Apherusa	bispinosa	Bate	1857	Krapp, T.		Italy	Cala Dragonara, NW-Sardinien													algae	algae	31.iii.2015
ZFMK Cr01397		Amphipoda	Calliopiidae	Apherusa	bispinosa	Bate	1857	Krapp, T.		Italy	Ganzirri, Messina, Sicilia									8.x.1973				Laminaria, Jania	Laminaria, Jania	31.iii.2015
ZFMK Cr01398		Amphipoda	Calliopiidae	Apherusa	bispinosa	Bate	1857	Krapp, T.		Italy	Cala Dragonara, NW-Sardinien													Halopteris	Halopteris	31.iii.2015
ZFMK Cr01399		Amphipoda	Calliopiidae	Apherusa	bispinosa	Bate	1857	Krapp, T.		Italy	Catania, Sicilia													algae	algae	31.iii.2015
ZFMK Cr01400		Amphipoda	Calliopiidae	Apherusa	bispinosa	Bate	1857	Krapp, T.		Italy	Ganzirri, Messina, Sicilia													Laminaria	Laminaria	31.iii.2015
ZFMK Cr01401		Amphipoda	Calliopiidae	Apherusa	bispinosa	Bate	1857	Krapp, T.		Italy	Pantelleria													algae	algae	31.iii.2015
ZFMK Cr01402		Amphipoda	Calliopiidae	Apherusa	bispinosa	Bate	1857	Krapp, T.		Italy	Capo Mulini, Catania, Sicilia													surface		31.iii.2015
ZFMK Cr01403		Amphipoda	Calliopiidae	Apherusa	bispinosa	Bate	1857	Krapp, T.		Italy	Ganzirri, Messina, Sicilia									8.ix.1971				algae	algae	31.iii.2015
ZFMK Cr01404		Amphipoda	Calliopiidae	Apherusa	bispinosa	Bate	1857	Krapp, T.		Italy	Cala Dragonara, NW-Sardinien													Posidonia	Posidonia	31.iii.2015
ZFMK Cr01405		Amphipoda	Calliopiidae	Apherusa	bispinosa	Bate	1857	Krapp, T.		Italy	Ganzirri, Messina, Sicilia													Laminaria, Cystoseira	Laminaria, Cystoseira	31.iii.2015
ZFMK Cr01406		Amphipoda	Calliopiidae	Apherusa	bispinosa	Bate	1857	Krapp, T.		Italy	Cala Dragonara, NW-Sardinien													algae	algae	31.iii.2015
ZFMK Cr01407		Amphipoda	Calliopiidae	Apherusa	bispinosa	Bate	1857	Krapp, T.		Italy	Cala Dragonara, NW-Sardinien													algae	algae	31.iii.2015
ZFMK Cr01408		Amphipoda	Calliopiidae	Apherusa	bispinosa	Bate	1857	Krapp, T.		Italy	Pantelleria									ix.1970				algae	algae	31.iii.2015
ZFMK Cr01409		Amphipoda	Calliopiidae	Apherusa	bispinosa	Bate	1857	Krapp, T.		Italy	Cala Dragonara, NW-Sardinien													algae	algae	31.iii.2015
ZFMK Cr01410		Amphipoda	Calliopiidae	Apherusa	bispinosa	Bate	1857	Krapp, T.		Italy	Cala Dragonara, NW-Sardinien									8.ix.1971				sponges, Cystoseira	sponges, Cystoseira	31.iii.2015
ZFMK Cr01411		Amphipoda	Calliopiidae	Apherusa	bispinosa	Bate	1857	Krapp, T.		Italy	Ganzirri, Messina, Sicilia									5.x.1973				Laminaria ochroleuca	Laminaria ochroleuca	31.iii.2015
ZFMK Cr01412		Amphipoda	Calliopiidae	Apherusa	bispinosa	Bate	1857	Krapp, T.		Italy	Isola Lachea, Catania, Sicilia													algae	algae	31.iii.2015
